material_description,material_price,vendor,location,dow,zip,region,date,raw_material,steel_price,copper_price,target_price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Monday,28117,east,2022-10-24,copper,1545.64,7540.0,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,200.02,dkhardware,"1835 E Hallandale Bch 264 Hallandale. Beach, FL, 33009",Monday,33009,southeast,2022-10-24,copper,1545.64,7540.0,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Tuesday,30339,southeast,2022-10-25,copper,1549.37,7534.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Wednesday,30339,southeast,2022-10-26,copper,1569.01,7762.0,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Thursday,30339,southeast,2022-10-27,copper,1549.92,7775.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,200.02,dkhardware,"1835 E Hallandale Bch 264 Hallandale. Beach, FL, 33009",Thursday,33009,southeast,2022-10-27,copper,1549.92,7775.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Friday,30339,southeast,2022-10-28,copper,1515.46,7619.25,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,161.21,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",Friday,95125,west,2022-10-28,copper,1515.46,7619.25,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Monday,30339,southeast,2022-10-31,copper,1527.6,7522.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Monday,28117,east,2022-10-31,copper,1527.6,7522.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,200.02,dkhardware,"1835 E Hallandale Bch 264 Hallandale. Beach, FL, 33009",Monday,33009,southeast,2022-10-31,copper,1527.6,7522.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Tuesday,30339,southeast,2022-11-01,copper,1566.0,7742.35,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Tuesday,28117,east,2022-11-01,copper,1566.0,7742.35,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,200.02,dkhardware,"1835 E Hallandale Bch 264 Hallandale. Beach, FL, 33009",Tuesday,33009,southeast,2022-11-01,copper,1566.0,7742.35,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Wednesday,30339,southeast,2022-11-02,copper,1491.44,7702.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Wednesday,28117,east,2022-11-02,copper,1491.44,7702.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Thursday,30339,southeast,2022-11-03,copper,1519.22,7509.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Thursday,28117,east,2022-11-03,copper,1519.22,7509.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Friday,30339,southeast,2022-11-04,copper,1637.04,7902.35,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Friday,28117,east,2022-11-04,copper,1637.04,7902.35,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Saturday,30339,southeast,2022-11-05,copper,1600.95,7953.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Saturday,28117,east,2022-11-05,copper,1600.95,7953.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Sunday,30339,southeast,2022-11-06,copper,1600.95,7953.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Sunday,28117,east,2022-11-06,copper,1600.95,7953.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Monday,30339,southeast,2022-11-07,copper,1600.95,7953.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Monday,28117,east,2022-11-07,copper,1600.95,7953.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Tuesday,30339,southeast,2022-11-08,copper,1624.27,7973.0,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Tuesday,28117,east,2022-11-08,copper,1624.27,7973.0,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Wednesday,30339,southeast,2022-11-09,copper,1583.59,8033.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Wednesday,28117,east,2022-11-09,copper,1583.59,8033.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,150.0,supplyworks,"6260 Abbott Dr. Omaha, Nebraska, 68110",Wednesday,68110,central,2022-11-09,copper,1583.59,8033.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Thursday,30339,southeast,2022-11-10,copper,1630.76,8062.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Thursday,28117,east,2022-11-10,copper,1630.76,8062.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Friday,30339,southeast,2022-11-11,copper,1700.39,8440.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Friday,28117,east,2022-11-11,copper,1700.39,8440.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Saturday,30339,southeast,2022-11-12,copper,1700.39,8440.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Saturday,28117,east,2022-11-12,copper,1700.39,8440.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Sunday,30339,southeast,2022-11-13,copper,1700.39,8440.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Sunday,28117,east,2022-11-13,copper,1700.39,8440.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Monday,30339,southeast,2022-11-14,copper,1716.12,8345.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Monday,28117,east,2022-11-14,copper,1716.12,8345.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Tuesday,30339,southeast,2022-11-15,copper,1729.77,8345.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Tuesday,28117,east,2022-11-15,copper,1729.77,8345.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Wednesday,30339,southeast,2022-11-16,copper,1697.4,8343.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Wednesday,28117,east,2022-11-16,copper,1697.4,8343.85,high price
